# v1.0 firmware: DecaRanging ARM Source Code v3.05
# timestamp[sec] distance_cor[m] distance_rawm] type seq_num
1524230496.4120851 75.333000183105469 75.4530029296875 anchor 418
1524230496.9141111 75.337997436523438 75.458000183105469 anchor 419
1524230497.4141309 75.393997192382812 75.513999938964844 anchor 420
1524230497.9160917 75.365997314453125 75.486000061035156 anchor 421
1524230498.416091 75.379997253417969 75.5 anchor 422
1524230498.9180877 75.389999389648438 75.510002136230469 anchor 423
1524230499.4181082 75.347000122070312 75.467002868652344 anchor 424
1524230499.9201148 75.371002197265625 75.490997314453125 anchor 425
1524230500.922302 75.375 75.495002746582031 anchor 426
1524230501.4222734 75.389999389648438 75.510002136230469 anchor 427
1524230501.9241595 75.375 75.495002746582031 anchor 428
1524230502.4242394 75.399002075195312 75.518997192382812 anchor 429
1524230502.9262922 75.393997192382812 75.513999938964844 anchor 430
1524230503.4262965 75.375 75.495002746582031 anchor 431
1524230503.9283035 75.337997436523438 75.458000183105469 anchor 432
1524230504.428323 75.413002014160156 75.532997131347656 anchor 433
1524230504.930366 75.371002197265625 75.490997314453125 anchor 434
1524230505.4301608 75.357002258300781 75.476997375488281 anchor 435
1524230505.9323304 75.351997375488281 75.472000122070312 anchor 436
1524230506.4323304 75.351997375488281 75.472000122070312 anchor 437
1524230506.9343572 75.333000183105469 75.4530029296875 anchor 438
1524230507.4343452 75.371002197265625 75.490997314453125 anchor 439
1524230507.936352 75.403999328613281 75.524002075195312 anchor 440
1524230508.4363284 75.385002136230469 75.504997253417969 anchor 441
1524230508.938349 75.389999389648438 75.510002136230469 anchor 442
1524230509.4383097 75.379997253417969 75.5 anchor 443
1524230509.9401503 75.361000061035156 75.481002807617188 anchor 444
1524230510.440326 75.343002319335938 75.462997436523438 anchor 445
1524230510.9423218 75.379997253417969 75.5 anchor 446
1524230511.4422016 75.417999267578125 75.538002014160156 anchor 447
1524230511.9443195 75.375 75.495002746582031 anchor 448
1524230512.4443214 75.357002258300781 75.476997375488281 anchor 449
1524230512.9463241 75.337997436523438 75.458000183105469 anchor 450
1524230513.4461749 75.357002258300781 75.476997375488281 anchor 451
1524230513.9483216 75.343002319335938 75.462997436523438 anchor 452
1524230515.4502964 75.351997375488281 75.472000122070312 anchor 453
1524230515.9523046 75.333000183105469 75.4530029296875 anchor 454
1524230516.4523284 75.385002136230469 75.504997253417969 anchor 455
1524230516.954325 75.389999389648438 75.510002136230469 anchor 456
1524230517.4541397 75.351997375488281 75.472000122070312 anchor 457
1524230517.9561365 75.319000244140625 75.439002990722656 anchor 458
1524230518.4561458 75.31500244140625 75.43499755859375 anchor 459
1524230518.9561298 75.379997253417969 75.5 anchor 460
1524230519.4581461 75.379997253417969 75.5 anchor 461
1524230519.9581881 75.393997192382812 75.513999938964844 anchor 462
1524230520.4601507 75.347000122070312 75.467002868652344 anchor 463
1524230520.9601758 75.379997253417969 75.5 anchor 464
1524230521.4621246 75.300003051757812 75.419998168945312 anchor 465
1524230521.9621506 75.337997436523438 75.458000183105469 anchor 466
1524230522.4641175 75.361000061035156 75.481002807617188 anchor 467
1524230522.9641352 75.371002197265625 75.490997314453125 anchor 468
1524230523.4661429 75.351997375488281 75.472000122070312 anchor 469
1524230523.966152 75.389999389648438 75.510002136230469 anchor 470
1524230524.9682047 75.357002258300781 75.476997375488281 anchor 471
1524230525.4701519 75.385002136230469 75.504997253417969 anchor 472
1524230525.970113 75.4219970703125 75.541999816894531 anchor 473
1524230526.9721172 75.375 75.495002746582031 anchor 474
1524230527.4741354 75.379997253417969 75.5 anchor 475
