# v1.0 firmware: DecaRanging ARM Source Code v3.05
# timestamp[sec] distance_cor[m] distance_rawm] type seq_num
1520592257.5951328 13.265999794006348 13.305999755859375 anchor 6561
1520592258.0971315 13.265999794006348 13.305999755859375 anchor 6562
1520592258.5971398 13.293999671936035 13.333999633789062 anchor 6563
1520592259.0991611 13.23799991607666 13.277999877929688 anchor 6564
1520592259.5991914 13.303999900817871 13.343999862670898 anchor 6565
1520592260.1012537 13.331999778747559 13.371999740600586 anchor 6566
1520592260.6011715 13.326999664306641 13.366999626159668 anchor 6567
1520592261.103271 13.279999732971191 13.319999694824219 anchor 6568
1520592261.6031351 13.256999969482422 13.296999931335449 anchor 6569
1520592262.105226 13.274999618530273 13.314999580383301 anchor 6570
1520592262.6052449 13.303999900817871 13.343999862670898 anchor 6571
1520592263.1072865 13.298999786376953 13.33899974822998 anchor 6572
1520592263.6071508 13.284999847412109 13.324999809265137 anchor 6573
1520592264.1092794 13.321999549865723 13.362000465393066 anchor 6574
1520592264.6092799 13.312999725341797 13.352999687194824 anchor 6575
1520592265.1112516 13.350000381469727 13.390000343322754 anchor 6576
1520592265.6112771 13.307999610900879 13.347999572753906 anchor 6577
1520592266.1132779 13.307999610900879 13.347999572753906 anchor 6578
1520592266.6132727 13.26099967956543 13.300999641418457 anchor 6579
1520592267.1152806 13.383000373840332 13.423000335693359 anchor 6580
1520592267.615274 13.298999786376953 13.33899974822998 anchor 6581
1520592268.1172678 13.331999778747559 13.371999740600586 anchor 6582
1520592268.6172774 13.317999839782715 13.357999801635742 anchor 6583
1520592269.1190958 13.303999900817871 13.343999862670898 anchor 6584
1520592269.6191311 13.26099967956543 13.300999641418457 anchor 6585
1520592270.1211102 13.340999603271484 13.380999565124512 anchor 6586
1520592270.6211553 13.298999786376953 13.33899974822998 anchor 6587
1520592271.1231394 13.26099967956543 13.300999641418457 anchor 6588
1520592271.6231422 13.270999908447266 13.310999870300293 anchor 6589
1520592272.1251149 13.284999847412109 13.324999809265137 anchor 6590
