# v1.0 firmware: DecaRanging ARM Source Code v3.05
# timestamp[sec] distance_cor[m] distance_rawm] type seq_num
1520591664.4254224 2.5529999732971191 2.4530000686645508 anchor 5380
1520591664.9274926 2.5290000438690186 2.4289999008178711 anchor 5381
1520591665.4275749 2.5060000419616699 2.4059998989105225 anchor 5382
1520591665.9295461 2.5290000438690186 2.4289999008178711 anchor 5383
1520591666.4294798 2.500999927520752 2.4010000228881836 anchor 5384
1520591666.9315519 2.4920001029968262 2.3919999599456787 anchor 5385
1520591667.4314125 2.4960000514984131 2.3959999084472656 anchor 5386
1520591667.9334617 2.5060000419616699 2.4059998989105225 anchor 5387
1520591668.4334068 2.5150001049041748 2.4149999618530273 anchor 5388
1520591668.9355404 2.5380001068115234 2.437999963760376 anchor 5389
1520591669.4354181 2.5480000972747803 2.4479999542236328 anchor 5390
1520591669.9375465 2.5060000419616699 2.4059998989105225 anchor 5391
1520591670.4375389 2.5290000438690186 2.4289999008178711 anchor 5392
1520591670.9395285 2.5060000419616699 2.4059998989105225 anchor 5393
1520591671.439501 2.5290000438690186 2.4289999008178711 anchor 5394
